notation,hash
3/m30/m(h1),th1:8efdf3ebd7ec49f7031bf80673721111fc84118a37e5c5f794e47d1bf0f73a73
4/m45/m(h1),th1:831970c9dd146ced4ebdd58fc21c60b7a90ed4e0bee5a4a89a957d3d3fb34d68
6/m30/m(h1),th1:d275ca6b42eab716e63440f82358ca78f8767339a9b4c7a1bf044beee3fb98f0
3-6/m30/m(c1),th1:c368748656a28b89be71c2fb8cfebb14cf348d4d17b1e0b52763607a5ebfe056
3-6/m30/r(h5),th1:ee17c333384b66a18c958145096dacc6d4977fa7e98d55e20a787d2d04ea3e96
3-6/r60/r(h1),th1:cce9845cb2edd9f2667b49ac0543c5e67f20cb2021aef505bee96922cfadc63c
4-3/m90/r(h2),th1:31180ac922f781742ad6ed5adf25ff19e405e62c83ac7c250c715079bacaf235
4-3/r90/m(h2),th1:460cddb19b7490c68b8f5ce18d7338c9ca23f5eab941b5dba4aafb34305a3407
4-8/m45/r(h5),th1:5049cd0901be201d59c4257d2f4e2899c6518c875c2a312a17a36d566657e58d
6-3/m30/m(v2),th1:fb9742576e0909e77b776a3908b880f2e07b34ba3b8182fbc1af479b99cf2d8f
12-3/m30/m(h3),th1:bc734ec6115b7f28b36e067480f7574c37546e99f09bca56eb2441f167ec549f
3-3-6/m30/m(v5),th1:70121475b9c0d4938bc56ad5265cbd898793b6eb945baaa2e3f04c314ca3fdbd
3-3-6/m60/m(v6),th1:2594429beb1b0030e88a8c814b24e05de55255f57d338ba44a5a3027ac6fdb13
3-4-3/m30/m(c2),th1:b13dce5b3d6fff2a23f6e341266974b5d661f4e296dddbeb8699bd79d58d8483
3-6-6/m30/m(h4),th1:c992b32e3d3b014865365e1734c03dd0faa8d0ae029a8aecccd40759c4d98f88
3-6-6/m60/r(h7),th1:c257678279e19fe629c789bbc5cd4402a60b7bf23a646c470baf8a046c15e4b0
3-6-6/r60/r(h3),th1:2cd16e74f2c2b96338b188141c9855bf424ce5c9a9e8e14673cc0e81cf250f98
3-3-6-3,3/r60/r(v7),th1:5923748d47377a8b293437e6d3e592d989df1269fdd2ac9b6082e4860f8b78ce
3-3-6-0,3/m30/m(h1),th1:73f0620dfa58fd48e2ea9747cb58b8d98e3bfc4aa64d9e744615641daa24d2c4
3-3,3-6-3/m90/r(h1),th1:d9ea01bdf2e93bc174f7d2325750950ddd1caf1a5578503794b4b02219234370
3-3,3-6-6/m90/r(h1),th1:bd2d2ef8c46a8b37e175771a71ca6e9311750eb7718606ab32bdccf687c17435
3-4-3-3-12/m30/r(h15),th1:f186ccf9ce8c07a6ec5f6d4fc38dc6458987dcc553fe8a761a0092dfe696e7f2
3-4-3,3-12/m30/r(h8),th1:57803aff6ba25ad477f7af859b9eb4c1b00900db2a51d6c142e2582b45761267
3-4-3,4-6/m30/m(c3),th1:dc358940bb6ab5809fa4f4fe78890c7c016038e03838277cee6bd7af7d8e5086
3-4-3,6-4/m30/m(c1),th1:c76a5ecdc6f53fb126a4111538e3016a21f4b5f2bf53d3158e366c4ce41ab96d
3-4,3-3,3/m90/r(h7),th1:ae917273f075989b1632194683b33c54e421b80d02d4a5178a2f5849e243e544
3-6-3-3,3/r60/r(v7),th1:eb4ca8931ea607357d4d4410a4394225dc9df5b22d95838cd2b3ec222faebade
3-6-3,3-6/m30/m(h1),th1:88ad0764ed8461040ce481251fa357cfe1d2b2b6d132e613c233aafa493cc8f0
3-6,3-3-3/m90/r(h1),th1:e9136b174beedfc7668b1c3fad18d0d54aa6c92f9aaf4673ece2ebe0e45a80d4
3-6,3-3-6/m90/r(h1),th1:26289816f88ab8c9a48b76193eb4e95c92365b2ea8a3bdda9d44ef2ced283683
3-6,3-6-3/m90/r(h1),th1:1ec2d271cc7978014c1f062be3f781810cbf91a084977df980f17a2b9fc95f7a
3-0,3-6-6/m90/r(h7),th1:b6fdcb044a23e55baa88146d88531bf2586226263333e0bddcf64555a62544bd
4-3-4-3-6/m90/r(h10),th1:8f4cab1cef83ad1ded8721ca45f2613f7b9637f5158ce4da5e6fd1090b88976e
4-3,3-12-3/m90/r(h4),th1:79ef06eec3ee27589d7d736c2b475cdaad23bdaec1b91a9ad5da377845205250
4-3,4-6-3/m90/r(v2),th1:cefbfa45e159ee6a5ddff25cd1bd529615bc7fd6083d457b77c43f04cfe790c0
4-4-3-3-3/m90/r(h3),th1:9e94c2088bd4ecc5586e033de058cdc81b234f73c3538c9e5629a7d5dbfcaf7c
4-4,6-4,3/m90/r(v4),th1:be4aeb8ed1b7c550362defe775fd7371e9143c3dc52ee43767114d6dbf6df936
4-6-3-3-4/m90/r(h8),th1:75f4c32879118d319c81c039487f3cfb6efe6f0f308c24013460b74f44a98eb9
6-3-3-3-3/m30/m(v3),th1:8c59712969664e8844852f5e227101a868da1cb99f186186da835aaf7032568d
6-3,3-3,3/m90/r(h3),th1:5bac3e20ee3cfd436c83d1fdf74653a7b940f061fdd571ae845cfeb8a1bd50f5
6-3,4-4-6/m60/m(c5),th1:2a169a8f107b098fa38a58d08b3db13b7487518b9fb9fcf6eaf8e0f7df13ae9c
6-4-3,3-12/m30/r(h15),th1:16a9234de1a93bc72e9806be05acb37a728dfd43525324216ee4b93abb37d4bb
6-4-4-4-3/m90/r(h7),th1:f7692c5f25ddac55f88893e6be02380b9a469e3747776b6d017ef60563afa963
6-4-0,3-3/m30/m(h1),th1:00fa5316378a156116a031c1f2ffc658219dcf3ac6e7051259ae373c773e7af1
6-6-3,3-6/m30/m(h8),th1:9e6275b0502a9b8866226deb9aef79e9d4fdb9e2d7b51d45de914472ebf49502
6-6-3,6-3/m30/m(c5),th1:be34d12925095011d76bd75a7a85800930eb634118fc4c77184a59f836ebc16e
6-6-3,6-3/m30/m(h4),th1:ce8f968178ee1ac6eeda5e94b3dc4796dd93114e8b332a0d4809a813dd0df157
6-0,3-3,3/m90/r(h7),th1:497aa495f6e58f5f76b39b7a6182413a6569f0823fa251c8c2bc390a79db0bcf
6-0,3-3,6/m90/r(h8),th1:9737ddc23426a93b7b0d3b08cde26788c21a819694b5e8f867eb27904f324a21
12-3,3-4-6/m90/r(h9),th1:b0ced8a23e134b99b34a47e415409c24642318b8bf26b6ad149762fcab80f815
12-3,4-3,3/m30/m(h3),th1:74b524e56dbc58f67a56347fdbc1d7c11ecb5a482c42aa91aa1dc9a920741eee
12-3,4-3,6/r120/r(h14),th1:33d11bbadbae4e19576518375a970fa80d11194d524c37c75e60bce5467ac236
12-3,4,6-3/m60/m(c4),th1:1a40af804590f4d165e56be2a53b5ac29c551fcaf1e7a3103e7be356a08b52ce
3-3-3-4-3-3/m30/m(h6),th1:11cd888b3b75fff86a7e991defe6ff633f3e6ebbd6069682342bbffdacd50695
3-3-3,3-3,6/r60/r(h1),th1:3605636b1c92ecd84bfa78adf112576287887c08c67fb785cf3073cb89bd10a9
3-3-3,4-3,4/m90/r(v9),th1:0d1326e91123acad42589a0a13c1a09b6edc6201279dc93499ec9ed113e2e584
3-3-3,6-6-3/m60/m(c6),th1:ce74d026f33a4ec698a282565f40cca7dc922538c0a1bf70971045f84efcf1ac
3-3-3,6-6-6/m60/m(c6),th1:410cbda7804ed0162a83a2e503bae2df8bd12d59276766e9772ff999fbef7aa9
3-3-6-3-3,3/r60/r(h14),th1:1b7c1529ba20708dc1c02631a6549f550650ca6179edd6864eabb2050d93093c
3-3,3-3,3-6/m90/r(h9),th1:9e74a33cde88ce891fb5b60fbbab982f55d3c73d4f9042d0d2cd163023caa762
3-3,3-4-3,4/r120/r(c6),th1:37bb76b42e12b242b5cfac1499fa8622ec27f958c96958ee623e368fd072b655
3-3,3-4-6,4/r120/r(c6),th1:c97dd2f1e492304df3a1965b1d8f848a5b51a74b4459ccc4edac2cff7e5fb08c
3-3,3-6-3-3/m90/r(h1),th1:d0f8e49e3134e1044a79406ee33f17dcbe10f476c8e0c6f2c6419c03181d0490
3-3,3-6-3-6/m90/r(h1),th1:191aae9fc6102123762166e3c31d7eae3eb69f217d351103953e1899522a76a7
3-3,3-6-3-6/m90/r(h7),th1:4cea7e44fd0381f9601dbc9d72d165b70f149cc51b83b15dfa5f5892ed6ea163
3-3,3-6-6-3/m90/r(h1),th1:67a75af3ce2586dca0e5a5aa99f83dcaa9638442050be24fe53e803b01a966bc
3-3,3-6,3,6/m90/r(v6),th1:be0c31215076f951e2ccb89c9433e9fa55fbd9ff6832ca0e245f7a09c4eda269
3-3,3-6,4,4/m90/r(c4),th1:0a69cb406b0f7a95e3d7b050e970fd57b5198f49f7f0a70b28dabf10fdcf8f74
3-4-3-3-12-3/m30/m(c4),th1:98c127fd7c1d279022bfc50523f172bbd282f202eb5e5d3780660b23e02fb6a5
3-4-3-4-3,6/m30/m(c4),th1:8db163928440a0523f8e3bc7ae48c18615fc7bf77047aa91320cadb78fe99237
3-4-3,3,3-12/m60/m(h13),th1:e202990aea32b8b0ee7deb7cda0286acad3d36ca0536c73f0f156273b1779f48
3-4-3,4-6,3/m30/m(c1),th1:90123cf92f2ed4b33f3e19f253fad459397d8f872dd3ee872a79c79a8493f035
3-4,3-3,3-12/m90/r(h11),th1:77d0f02fb5ee01fde069c1415bb6d1ee88105582060f2e6c3bb800f3ccb5dea3
3-6-3-3-6,6/m30/m(c4),th1:68beb2fbbc56965342a17c284ef44052f2d2796bf8cb837a3e8522fa07f049ea
3-6-3,3-3,3/m30/m(v1),th1:3ab4354b4b61ace7355196b15dfefde69ccac8bdf8fc5831781c4c1a0616e42c
3-6-3,4-4-3/m30/m(c4),th1:572dc6aa30cdc5b3c43e3cb54115b3bc5b0a6d4b75b88337cf6d5c4c40573b87
3-6-3,6,6-3/m90/r(h17),th1:e96383ebd623c7e0ed7e333a9d419bd6192683ca33156ea13451cca85a76a7a0
3-6,3-3-3-3/m90/r(c4),th1:a027c60bbbd4588ffd71a4639f028280c35579355f7b708bdb82e385c1a0145b
3-6,3-3-3-3/m90/r(h1),th1:52bdec8278777db82d56591b4a6bf020364c47441c4954c0b1566ad22702cac3
3-6,3-3-3-6/m90/r(h1),th1:427ed9517989963edc8c5907afd7419c031555cbea4b2d55c41a5857ca2620db
3-6,3-3-6-3/m90/r(h1),th1:0512dc9749cecb710ddc6a4c363a9dec6e3d7ad37669fdabb32619fed1d66c66
3-6,3-3-6-6/m90/r(h1),th1:9d23af69dbcc51a4a0dca73d7acbb99aeed07971bfd85472c276d0f94ed056bf
3-6,3-3,6-3/m90/r(h11),th1:c0bce252553991327a05e5e466291f768584cd36a0dc461f61ad0b0d63ba1b7f
3-6,3-6-3-3/m90/r(h1),th1:de1863e536c6a13d237da8acbb845fa6699c61dd8d9acdc57bdee80795bbd18d
3-6,3-6-3-6/m90/r(h1),th1:e0ada58b56c3b1100dbfaf6ea0638966937982519e24793c710422419c8393d7
3-6,3-6-6-3/m90/r(h1),th1:26edb6aa554cda8bc56669b9e346aef4b997ecbc493b3522009d68bfc494333b
3-0,3-4-4,3/m90/r(h7),th1:e192cecfd6c64b7d9aaa17fc2591980f4f3bb6c60313b8b447d8582d5e13bb5e
3-0,3-6-6-3/m90/r(v5),th1:f57e0d0f3922516b9a4e47c8ad7638f609d08200ec2e81395936a9565fac17a8
3-0,3-6-6-6/m90/r(h3),th1:2da42586c305626667f5ba9a62ea4f2e52c477ead1a9239802cbf6bacf1152ae
4-3-3-3,4-4/r90/m(h8),th1:0f3c3ae612e850eab11bd35d815a0690fe82ffa89c60c84b2e86e07cd4c4c159
4-3-3-4-4-3/m90/r(h1),th1:3c3ee683586567e26bc9da307ae4321cad820c9159747c6fe01a09fe59a82da0
4-3-4-12,3,3/r90/r(h8),th1:58a4dd2c8d1c67850c981bc4b12c9f4dd35dddff12d4a0bd2feb919a5e57cbac
4-3,4-6-3-4/m90/r(h5),th1:f8c8c7562f2fa8257168bb22f1670dc2ca6ec0f2f422d6fe11787010ae1d0710
4-4-3-3-4-3/m90/r(h3),th1:bb41584d782cf80295f0fe03b8db0a3cfc4b3455b78c97b32f6635073e1b4989
4-4,3-3,6-4/m90/r(c4),th1:378f5530ba99e8c5c8919d54d3b04f9f76ecdfa84a9fbcbb2b944821eee62dd0
4-6-6-3-3-4/m90/r(h10),th1:2ea80c2d84eabbea49a21e69f6e7a67b14fbfbe17d355bc75fc313531dbd0458
6-3-3-3-3-6/m90/r(h9),th1:77bb4ca6445ef230c677203806973ef711e300940a83dd681626e9f45c9c1ece
6-3-3-4-3,3/m30/m(h3),th1:4350c13346b70111170341080e947dcbad2957fd49cbe979caa63a4b851cc935
6-3-6-3-3-3/r60/r(h9),th1:3f9166f18d6a5116638be5a46948cdd0ec020dd3dc43b57f7aea132b3814acc9
6-3-6-3-3-6/m30/m(h9),th1:41b99ea8855825ad564fea0ba6ca8258d6b8c910979e7dc5c63d66eb79699ad1
6-3,3-3-4,3/m90/r(c3),th1:39c081ee5e4654dd99c08bd6d589613b7c286d424c4b8eff73a85f67aed6e01c
6-3,3-3-4,3/m90/r(h2),th1:aaf4459e5b0739bc3e64286d8dba6adc06c4c806546280b36f52a7c76f077477
6-3,3-6-3-3/r120/r(v7),th1:c0bc358611c17196b38f4f2b4afaacaeb309f17ed4564dc6218dc49d7bf45b02
6-3,3-6-3-4/m90/r(h5),th1:e9c228c89cfc465be3a6c39b1e8fa54aa587010c64a84a037279f6fe60aa2afd
6-3,3-6,3-3/m90/r(h8),th1:a962a4f54b10114730cd0a64ede96014edf415806db85a1000535b8e0177b64f
6-3,6-3,6,6/m60/m(h4),th1:17c32c8b323c68e7df6c5755762aa3aeb62948b20e8526431797f159dead0d64
6-4-3,3-3,4/m30/m(c5),th1:bc636e63c517343055bb9a9652800e05e58d8582229807f76084ac1d48a98878
6-4-3,3-12-3/m30/m(c5),th1:4eb0514d8a1a01310502c55c3d9b1a6638dfeb28f79b761ad135e0bb9c8e9e10
6-4-4,3-3,6/m30/m(c5),th1:6fa442766575ba6aa307626e68dd518294f4d27836bedb66bb520973faec1b8d
6-4,3-4-6,4/m90/r(h10),th1:a83919cfd7120d2e32670bc54dce672fa73ccf6e8d1fcae629b19eac20ccb9d2
6-6-3-3-3-3/m90/r(h9),th1:56f254dcbf3c82d6c0c29de9536b6ea1a610ba86bfe2d5fa60669f46e44a7cb8
6-6-3-3-0,3/r60/r(v13),th1:a3190bfd2772173780e0f72ee330ec977341ee56adf4172c45623b0a4943159e
6-6-3,3-3,3/m30/m(v4),th1:43014307d1c0b2f52d30901b924b401bacbca0ecfc18ae8ccc0f5b2189480d02
6-6-3,3-6-3/m30/r(h10),th1:eccc05fc87f289272c7cec8bfe93803c0c0fcee567a9db5922b8142d23f03444
6-6,3-3,3,3/m90/r(v2),th1:fc5c2f2dccc8a936cc07040b76158019d89a706df200b95684e79cb28dfc2e1b
6-6,3-4,3,3/m90/r(h4),th1:b6465d919d0d8ea43016b47da765774f470f92fdb1c104761e236d939fe6b08c
6-0,3-0,3-6/m90/r(h9),th1:fc5060ab684e68ebaff6ef361ceb112ab5bb468837bd209fffb91685499a13ef
6-0,6-6,0,3/m90/r(v6),th1:bfde936ab5e94f1ff6c05788e7193992cd89c2730ad1f2c93b1806be8d6a18ce
6-0,0,6-6,3/m90/r(h9),th1:a24e6e643a10a51149a2c502ff22f0336252f58e8b535cd00584239fadef64a1
12-3-3-3,4-3/m30/m(h8),th1:4bfb5405f52dbfd13b6ce36853e93d166aad9e1a04bbe5bc6778c5783f7a7380
12-3-3-3,4-4/r90/r(c5),th1:38fe11e12ed52a8737ad773e62fe986ed12e6c7801b62bfdd54340251ef9a828
12-3-4-3,6,3/m30/r(h25),th1:cf188c9e057eb6e0218a19567d9e6e43b54eb28bb590881ceda2b013eae022f0
12-3,4-3,6-4/m30/r(h25),th1:8c5827ca9e4eeff65e20490d957e18672d26f9290f5873d21dc04df12f8adf29
12-4-4,3-3,3/m90/r(h9),th1:4c3b95cc93436111288dedc617da805adf749bbe7ff24a6b748762184654e73f
12-4-4,6-3,3/m30/m(h7),th1:c0914ccc46198922db442ac33db74a59d1f214bfb5e4e2aea4ffe30e73182bff
12-4,6-4,3,3/m30/m(c1),th1:9b71f02f87c256b734e18c8c1a7343b5ed0356782d5c915dddb1805c76389746
3-3-3-3-3-6-3/r60/r(v3),th1:37a34efb26314f71ab286a386e747fdc248cd52d04077a069d1b0ef80fd94ced
3-3-3-4-3,4-6/m30/r(h10),th1:2b68e31c8855830bd430337118067cc5095678939f27041ed6343e045cdd624c
3-3-3,3-3-3,6/m60/m(h1),th1:4265736347d3cb80b6e7a1098439e03cf5d53c468152f83f03c7cb5633d7734c
3-3-3,3-3-6,6/m60/m(h12),th1:ae690ba467916420dc990d09afd94cd12d10af7a2f2962929c2b5c131428d235
3-3-3,3-6,3-3/m60/m(v10),th1:ff5daea0adf6de34a1180ff7a1e7297c80a496a27c6ac83b6319821d96e1a932
3-3-3,3-6,3-6/m60/m(v11),th1:1adcf443c8b32c0be7f1cea910871abeb27193dec2e28d29be0fe5d7ee7c1ab0
3-3-3,4-3,4,4/m90/r(h15),th1:a5a37a697cfde943ab45f7106198fa82d6cca7289c8d60e0d9abf17e5ac44421
3-3-3,6-3-6,3/m60/m(h7),th1:e0a274b7bca740857e04611bea04b3a15b05ab1cfca95437def5707a1f2152f9
3-3-3,6-3,3,3/m90/r(v10),th1:c6254a2065cb65c15ca5cd934fffcf1c8c82b71e9bd292b402f073636b722d0e
3-3-3,6-6,6-3/m60/m(h1),th1:10cbdd16e54f8d0e2b3adadaeaac68f94d25b0e37b7fb0bcf471326005c642ab
3-3-3,6-6,6-6/m60/m(h6),th1:46b24220dd53c70a21a127e98dad44e8f3e98cccced31e57c10b305d3dcf939c
3-3-6-3-3-3,6/r60/r(h6),th1:6baa098edb0a06e6cdc935fbe873c58f502bf4fd865f0a93ad1a331c095aa74a
3-3-6-0,3-3-6/m30/m(h1),th1:7382fdf213934277a8205a6f46e241da0b140477bd9f36669e92ab7148659fc1
3-3-6,3-6,6-3/m60/r(h14),th1:f5f968fa2836f8bee5e4afafff9be8b28ccef5a80f7ce6231448ae6b608b15ec
3-3-6,6-3,3-6/m60/m(c7),th1:6080a9f684db5d8d38612293bb72a00ff722629d73e757013a31b6ef59509bb0
3-3,3-3-3-6-3/m90/r(h8),th1:8924c4ab7b24ec93f019a27dd2dc414ad977fecf77dbb13b9b9f3f0aef44f49f
3-3,3-3-6-3,3/m90/r(h10),th1:049ec47adf32c4ef39c01fddcb74e72c662163b58fd8af01c1e0a9e95aa6a710
3-3,3-3,6,3-6/m90/r(c2),th1:c1f57ae83429c82c1fed773ecd6304677947c67b70022add4acd3883bdb837b6
3-3,3-6-3-3-6/m90/r(h1),th1:2eb82e1938727e0ee322472203bd599aecfc675a7b3fd343b7409ebe4a8483a5
3-3,3-6-3-6-3/m90/r(h1),th1:7b9f64aeccc5cfcea50033a978df73604704c624c62344d71504b15de26edd06
3-3,3-6-3-6-3/m90/r(v8),th1:2e7a64a1177832479198bd2d9b2ae5b80a59c599d8534bbbf66695084c2e02d9
3-3,3-6-3-6-6/m90/r(h1),th1:3c55f6a590cb153fc559d9c48d1240d65ad16a6e6135635d8383a613b3b97d9a
3-3,3-6-6-3-6/m90/r(h1),th1:c6ceea1dddbeb2c1e56e10d04b21944802e6b219cda9efd384ff5cb5095c7a6c
3-3,3-6-6-6-3/m90/r(h1),th1:1433e6ab1a7f767819eb6ffbc9863b369df0d32f7c39f42d55291abdacb848b2
3-3,3-6,3-6,3/m90/r(h10),th1:d9d84fe1e884b8ca54a481011fb6cddc9921e50897d198cc41c42d6e36adedbd
3-3,3-6,4,4-3/m90/r(h8),th1:768df9b1abdd401d076b5f7b83a1580ef89c8839c3f112bfe418073d55594a01
3-4-3-6-4,12,4/m30/m(c1),th1:590682a5d11bb1a961845318f941071601e5fe95861258fd22375e13ed177925
3-4-3,4-3,3,3/m30/m(h4),th1:c88cadcb1511c9b2de796abb2c8375408b02805b1bf98d6b42cbfced84b3ae66
3-4-3,6-4,12,4/m30/m(c4),th1:de4abad3ad31421a35ea7ca35e67698371729e67e3403a2c07b2b77628ddc284
3-4,3-3-4-12,6/m90/r(c4),th1:96d44eac55045ad614a5f095933c173cd0b5c289a9b9c52eb5dda9ea03927cfe
3-4,3-3,4-6,3/m90/r(v8),th1:50b598e14bce6d373bcb943774b0c3470cb7460c40aa9b32ad234d1dcfe996a2
3-4,3-12,6-4,12/r120/r(c7),th1:97801725de3d23a867caea03dbabbec9d5b33bfa94a76881642081d1c85140a8
3-6-3-3-3,6-6/m30/m(h1),th1:b6daa5090caa58cabe58a35d08b9a52ffcf9420898d544a03e98a1352a80ddce
3-6-3-3,3-0,3/r60/r(h13),th1:4878e7352797d327be59b0b6a3cb9f49a35afb2e9808ed9f08ad4c0bf531f712
3-6-3,3-3-6,3/m30/m(h7),th1:d1e016761a28a035213e99eae8c0fda1afc58af962494d1badf36672cd064f86
3-6-3,3-6,3,3/r60/r(h11),th1:796c1128c8959192b27142ff0cd65d6f06e7ab253562cb89118b1c9f11b0d0c4
3-6-3,3,3-6-6/m60/r(h14),th1:1fd65a00b09db8f8324d3c7dc983a493ff184537ee31280a9b50e56eb359f508
3-6-3,3,6-6,3/m60/m(h1),th1:8d42e0605bbd8008c86a648ea90d8d4e129ba27f7ca353adad9d5d4dd7869a49
3-6-3,4-4-3-3/m30/m(h6),th1:320c93699c94f9f050f67a836cb3d715afb605dd6d44bdd5e7b7769531e8ffe4
3-6-3,6-3,3-6/m30/m(h1),th1:61cd63a9877cbfa2b1aea76b0299d8fbd54dc2b61f446fecd1bc0f1fbb3ab67d
3-6-3,6,6-3-6/m60/m(c4),th1:9ec9bdc2e0411c4dd3a4e485110b62dfc2f938dfa0d7bde1e0fcccd600af60ab
